college_id,university_id,college_name,university_name,college_type,state,district
C-39230,U-0003,Aazad College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-39450,U-0003,Abhinav Institute of Management & Technology,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32630,U-0003,Abhyudaya Mahila Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32735,U-0003,A.B.M. College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-39231,U-0003,A.B.R College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32762,U-0003,A.C.College (Day),"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32792,U-0003,A.C.College of Law,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32720,U-0003,A.C.Evening College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32793,U-0003,Acharya N.G.Ranga College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32801,U-0003,Adarsa College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32733,U-0003,Adarsa Degree College for Women,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32664,U-0003,A.G.K.M.College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32711,U-0003,A.L.College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-39243,U-0003,Ali College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-39261,U-0003,AL Momin College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-39238,U-0003,Alpha College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-44489,U-0003,"Alpha College of Education, Kanigiri","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32797,U-0003,Alpha Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-39227,U-0003,Aman Showkath B.Ed College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32649,U-0003,A.M.G.College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32769,U-0003,A.M.G.Degree College for Women,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-37211,U-0003,A.M Reddy College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-39491,U-0003,A.M. Reddy Memorial College of Pharmacy,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-39232,U-0003,Amrutha College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-44105,U-0003,Amrutha Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-39275,U-0003,Andhra Kesari College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32631,U-0003,Andhra Kesari Vidya Kendram Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32727,U-0003,Andhra Muslim College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-36923,U-0003,Andhra Muslim College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-39241,U-0003,Anitha Venkateswara College of Eduation,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32656,U-0003,Annabattuni Satyanarayana Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32740,U-0003,Anniebesant College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32629,U-0003,ANU PG Campus Ongole,"Acharya Nagarjuna University, Guntur",PG Center / Off-Campus Center,Andhra Pradesh,Prakasam
C-32778,U-0003,A.P.Residential Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-39244,U-0003,Asha College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-39265,U-0003,A.S.M & A.W. D Women's Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-39489,U-0003,"A.S.N Pharmacy College, Tenali","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-39269,U-0003,B.A & K.R College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32771,U-0003,B.A & K.R Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32669,U-0003,Balaji Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32779,U-0003,Bapatla College of Arts & Science,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-42660,U-0003,Bapatla Engineering College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-39453,U-0003,Bapatla Womens Engineering College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-39240,U-0003,Bapuji College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32756,U-0003,B.B.H Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-40608,U-0003,"B.G Degree College, Sattenapalli","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32667,U-0003,Bharathi Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-39234,U-0003,Bhashyam College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32803,U-0003,B.H.H Degree College for Women,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-39300,U-0003,"B.M.Degree College, P.Dornala","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-39237,U-0003,BMRM Jhansi B.Ed College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-37221,U-0003,B.R College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32652,U-0003,B.S.S.B College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32663,U-0003,B.V.S.P.M Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32782,U-0003,Career Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-42659,U-0003,"Chaitanya Bharathi Degree College, Chirala","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32763,U-0003,Chaitanya College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-39308,U-0003,"Chakradhar Degree College, Macherla","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-42706,U-0003,"Chalapathi Degree College, Lam","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-39475,U-0003,"Chalapathi Institute of Engineering & Technology, Lam","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-39486,U-0003,"Chalapathi Institute of Pharmaceutical Sciences, Lam","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-39452,U-0003,Chebrolu Hanumaiah College of Pharmaceutical Sciences,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-39466,U-0003,Chegireddy Linga Reddy Instt of Management,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-39457,U-0003,"Chirala College of PG Studies, Chirala","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32703,U-0003,Chiristian Women's College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32819,U-0003,Christu Jayanthi Jubilee College (P.G.),"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-42663,U-0003,C.I.L.For Rural Management,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32796,U-0003,C.R. College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32702,U-0003,C.S.R. Sarma College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32662,U-0003,D.C.R.M Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32655,U-0003,"D.C.R.M P.G College, MBA","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32710,U-0003,Devathi Venkata Subbaiah Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-37223,U-0003,Devathi Venkata Subbiah College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32804,U-0003,Don Bosco College (P.G.),"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32741,U-0003,Dr. B.R.Ambedkar Centenary Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32813,U-0003,Dr.Homi Jahangir Baba Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32776,U-0003,Dr. Jayapradamba Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32636,U-0003,Dr. K.R.R.M. Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-39242,U-0003,Dr. K.S.P.R College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32692,U-0003,Dr.K.V.K. Sanskrit College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32790,U-0003,D.R.N.S.C.V.S. College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32811,U-0003,Dr. Samuel George College of Pharmaceutical Science,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-36922,U-0003,Dr. Zakir Hussain College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32817,U-0003,"D.S.Govt. Degree College for Women, Ongole","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32786,U-0003,Erigineni Tirupati Naidu & Lakshmamma Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32654,U-0003,Fatima College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32628,U-0003,G.C.K.V.N. Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32698,U-0003,G.C & Y P N Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32777,U-0003,Geetham Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-41015,U-0003,"Geethanjali Degree College, Darsi","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-39236,U-0003,Geethika B.Ed College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-39310,U-0003,Goutham College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-39309,U-0003,"Government Degree College, Cumbum","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-39295,U-0003,"Government Degree College, Yerragondapalem","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32624,U-0003,"Govt. Degree College, Chebrolu","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32670,U-0003,"Govt. Degree College for Women, Guntur","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32748,U-0003,"Govt. Degree College, Kanigiri","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-39306,U-0003,"G.R.K Degree College, Maddipadu","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-42707,U-0003,G.R.R. & T.P.R. Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-41014,U-0003,G.S.R. Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32678,U-0003,G.V.& A.D.S.L. College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-39228,U-0003,G.V.R & S College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32690,U-0003,G V R & S Degree College for Women,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32718,U-0003,G.V.R.S Institute for Professional Studies,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32724,U-0003,G.V.S.M. GOVT. Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-39272,U-0003,Hazarath Ameeruddin College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32675,U-0003,"Hindu College, Guntur","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-37107,U-0003,Hindu College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-39487,U-0003,"Hindu College of Management, Guntur","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32798,U-0003,Hindu College of Pharmacy,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32809,U-0003,H.M.K.S. & M.G.S. Memorial College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32830,U-0003,Ideal & S.K.C.M Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32736,U-0003,Indira Priyadarsni Law College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32815,U-0003,J.C. College of Law,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32701,U-0003,J.K.C. College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32812,U-0003,J.M.J. College for Women,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-39268,U-0003,J.R.R Navodaya Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32722,U-0003,Kalikamba College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-42704,U-0003,"Kalyani MCA College, Eethamukkala","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-39274,U-0003,Kamala College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-44107,U-0003,Kamala Institute of Management Studies,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-37209,U-0003,Kasturibai College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32666,U-0003,K Chandrakala College (P.G.),"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-39485,U-0003,K.C Reddy Institute of Pharmaceutical Sciences,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-42658,U-0003,"KC Reddy PG College, Janamguntapalem","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32794,U-0003,K.L.N. Sanskrit College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32764,U-0003,K.L.R. Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-41017,U-0003,Konijeti Rosaiah Siva Lakshmi College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32694,U-0003,Krishnaveni Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-42745,U-0003,"Krishnaveni Degree College, Vinukonda","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32818,U-0003,K R K Govt. Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-39235,U-0003,K.S.R & K.R.K College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-39316,U-0003,"K.S.R.N. Degree College, Govada","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-39270,U-0003,"K.V.R., K.VR. & M.K.R College","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-37212,U-0003,Lakshmi Narsimha College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32688,U-0003,Magunta Subba Rami Reddy Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32829,U-0003,Mahatma Gandhi College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-39262,U-0003,Malineni Lakshmaiah B.Ed College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-39245,U-0003,M.A.M College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-39470,U-0003,"M.A.M College of Pharmacy, Narsaraopet","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32821,U-0003,Matrusri Oriental College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-37222,U-0003,M.G College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-41008,U-0003,"Mittapalli Lakshmaiah & Sons Degree College, Piduguralla","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32751,U-0003,M.L. College of MBA,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32658,U-0003,M.L. College of Pharmacy,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-39305,U-0003,"M.M.R Degree College, Macherla","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32674,U-0003,Modern Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32633,U-0003,Morning Star College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-42779,U-0003,"Mother Theresa Womens Degree College, Karampudi","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-39315,U-0003,"M.S.R. Degree College, Bapatla","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32719,U-0003,M.V.G.R. Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-39264,U-0003,"M.V.R Degree College, Karlapalem","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32721,U-0003,M.V.R.S. Viveka Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32641,U-0003,Nagarjuna College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-39467,U-0003,"Nagarjuna Institute of Management Studies, Chekurapadu","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-37207,U-0003,Nalanda College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32683,U-0003,National Minority Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32758,U-0003,Navya Chaitanya College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32746,U-0003,N.B.T & N V C College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-37106,U-0003,New Era College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-39481,U-0003,"Nirmala College of Pharmacy, Mangalagiri","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32743,U-0003,N.N.R. & C.L. Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32761,U-0003,N.N.S. Vidya College of P.G. Studies,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-42657,U-0003,N.N.S Vidya Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-39469,U-0003,N.R.K & K.S.R Gupta College of Pharmacy,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32747,U-0003,N.R.K. & K.S.R. Gupta Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32645,U-0003,N.T.R Memorial Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32682,U-0003,Omega College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-39458,U-0003,"Palnadu College of Education, Narayanapuram","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32757,U-0003,P.B.N. College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32781,U-0003,Pedanandipadu College of Arts and Sciences,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32620,U-0003,P.N.C.A Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32816,U-0003,P.N.C & K.R. College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32673,U-0003,Prabhala Lakshminarayana Memorial Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-39451,U-0003,"Prabhala PG College for Women, Nagarjuna Nagar","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-41026,U-0003,Pratap College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32775,U-0003,Prathiba Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-41021,U-0003,"Pratibha Degree College, Pedanandipadu","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32665,U-0003,Priya Darisini Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-39474,U-0003,Priyadarsini Institute of Pharmaceutical Science,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32713,U-0003,Priyanka College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-39266,U-0003,P.S.B. College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-39276,U-0003,Qis College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-39304,U-0003,"Radha Degree College, Vinukonda","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32642,U-0003,Raghava Degree College - Ongole,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-41031,U-0003,Rahul Institute of Pharmaceutical Sciences & Research,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-41030,U-0003,"Rahul Subramanyam Memorial Instt of Management Studies, Chirala","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32745,U-0003,Ravindra Bharathi College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-32806,U-0003,Repalle Christian College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32716,U-0003,Repalle Christian College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32672,U-0003,R.V.R. & J.C. College of Engineering,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32725,U-0003,R.V.R.R. College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32687,U-0003,R.V.V.N. College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32765,U-0003,S.A.B.R. Govt. Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32755,U-0003,Sadhana Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32739,U-0003,Sadineni Chowdaraiah College of Arts & Science,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-39303,U-0003,Sai Chaitanya Degree College Giddalur,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-39479,U-0003,Sarada College of Pharmaceutical Sciences,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-44488,U-0003,"Sarada Degree College, Medarametla","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-41013,U-0003,"Saraswathi College of Arts & Science, Dachepalli","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-40606,U-0003,"S.B.G. Degree College, Sattenapalli","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32646,U-0003,S.B.M.S. Degree College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32728,U-0003,S.B.Swamy Sanskrit College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-42742,U-0003,"S.B.V.S.R College of Education, Cheemakurthi","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-37208,U-0003,Seven Hills College of Education,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32730,U-0003,S.G.H.R. & M.C.M.R.College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-42245,U-0003,"S.G.K Govt. Degree College, Vinukonda","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32697,U-0003,S.G.K. Oriental College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32635,U-0003,S.G.T. & J.V.B.College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Guntur
C-32783,U-0003,S.G.V. Oriental College,"Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
C-39301,U-0003,"Shams-Ul_Uloom College of Education, Markapur","Acharya Nagarjuna University, Guntur",Affiliated College,Andhra Pradesh,Prakasam
